name,count
Epilepsiecentrum Kempenhaeghe,3
Epimmune,4
Epineuron Technologies Inc.,1
Epiphany Biosciences,2
Epirium Bio Inc.,1
Epirus Biopharmaceuticals (Switzerland) GmbH,1
"Episciences, Inc.",1
Episurf Medical Inc.,2
Epitech Group SpA,2
Epitech Mag Ltd.,2
"Epitel, Inc.",2
Epitomee medical,4
Epitopoietic Research Corporation,2
Epividian,5
"Epix Pharmaceuticals, Inc.",7
"Epizyme, Inc.",27
EP MedSystems,1
EP Sciences,1
Epygenix,3
Epygon,1
"EQRx, Inc.",3
"EQRx International, Inc.",1
Equilibre Biopharmaceuticals,2
Equillium,5
"Erasca, Inc.",6
Erbe Elektromedizin GmbH,4
Erchonia Corporation,38
Erempharma,2
"eResearch Technology, Inc.",4
Ergomed,10
Ergomed GmbH,1
Ergorecherche Inc.,3
Ergosol,1
Erimos Pharmaceuticals,6
ER/LA Opioid REMS Program Companies (RPC),6
ERP Biomarker Qualification Consortium,2
ERX Pharmaceuticals,1
Erydel,7
ERYtech Pharma,12
Esanex Inc.,12
ESBATech AG,4
Escala Medical LTD,1
Escalier Biosciences B.V.,1
"Escape Bio, Inc.",2
"Escient Pharmaceuticals, Inc",1
E-Scopics,2
eSight Corporation,1
Eske Corporation S.A.C,1
"ESM Technologies, LLC",8
EsoCap AG,1
"Esoterix Genetic Laboratories, LLC",2
"Esoterix, Inc.",1
Esperance Pharmaceuticals Inc,2
"Esperion Therapeutics, Inc.",23
Espero Biopharma,1
"E Squared Trials and Registries, Inc.",2
ESSA Pharmaceuticals,3
Essenlix Corporation,1
"Essentialis, Inc.",8
"Essential Medical, Inc.",5
"Essentia Water, LLC",1
Essex Pharma GmbH,8
Essilor International,6
Essity Hygiene and Health AB,8
"E-Star BioTech, LLC",1
Estelle Poineau,1
Estetra,14
ES Therapeutics Australia Pty Ltd,3
Esthetic Education LLC,1
"Estimate, GmbH",3
EstimME Ltd.,1
"EtectRX, Inc.",2
"Etern BioPharma (Shanghai) Co., Ltd",1
e-Therapeutics PLC,5
eTheRNA immunotherapies,3
ethica Clinical Research Inc.,19
Ethical Oncology Science,1
Ethicare GmbH,4
Ethicon Endo-Surgery,83
Ethicon Endo-Surgery (Europe) GmbH,8
"Ethicon, Inc.",90
"Ethicon, LLC",1
Ethos Research & Development,1
Ethypharm,4
e-Trikala S.A.,2
Etubics Corporation,1
Etwal Ltd.,1
"EuBiologics Co.,Ltd",11
Eucatech AG,3
"Euclises Pharmaceuticals, Inc.",1
"Eucure (Beijing) Biopharma Co., Ltd",10
Eudax S.r.l.,4
EuMelaReg gGmbH,1
Eunoe,1
Eupraxia Pharmaceuticals Inc.,2
Eurasia Invest Ltd.,5
Euraxi Pharma,6
Eureka Therapeutics Inc.,11
Eurocine Vaccines AB,3
Eurocor GmbH,3
Eurodiet Scandinavia AS,1
Eurofarma Laboratorios S.A.,47
Eurofins,10
Eurofins Optimed,15
Eurogenerics NV,1
Eurolens Research,1
European Egyptian Pharmaceutical Industries,4
"EuroPharma, Inc.",9
EUROS,4
Eurosets S.r.l.,1
Euroteknika,1
Eurotrials Brasil Consultores Cientificos Ltda,7
EURRUS Biotech GmbH,3
"EUSA Pharma, Inc.",5
EusaPharma (UK) Limited,3
"Eusol Biotech Co., Ltd.",1
"Euthymics BioScience, Inc.",1
Eutilex,2
ev3 International,1
"Evaheart, Inc.",1
Evangelisches Krankenhaus Lutherhaus gGmbH,1
Eva Pharma,6
Evasc Medical Systems Corp.,4
Evaxion Biotech A/S,2
"Evelo Biosciences, Inc.",8
EVE Medical Systems Ltd.,3
Eventus Diagnostics Ltd,5
Everest Medicines,4
"Everfront Biotech Co., Ltd.",3
"Evergrain, LLC",1
"Evergreen Therapeutics, Inc.",4
"Everist Genomics, Inc",3
Everly Health,2
Ever Neuro Pharma GmbH,12
"EverNov Medicines (Zhuhai Hengqin) Co., Ltd",1
Everstar Medicines (Shanghai) Limited,1
Everstar Therapeutics Limited,1
"Ever Supreme Bio Technology Co., Ltd.",3
Evgen Pharma,4
Evidation Health,18
Evidem Consultores SL,1
"Evidence-Based Practice Institute, Seattle, WA",6
Evidera,6
EVIVE Biotechnology,11
Evofem Inc.,7
Evoke Pharma,3
Evoleen AG,1
"Evolus, Inc.",6
Evolutec Group,2
Evolution Optiks Limited,1
Evolva SA,4
"Evolve BioSystems, Inc.",8
Evon Medics LLC,2
Evotec International GmbH,2
Evotec Neurosciences GmbH,5
EVYD Technology,1
Exactech,6
Exact Imaging,6
Exact Sciences Corporation,27
EXACT Therapeutics AS,1
Exalenz Bioscience LTD.,24
Examination Management Services Inc.,1
"Exatherm, Inc",1
ExcellaBio LLC,1
ExCellThera inc.,5
"Excel PharmaStudies, Inc.",1
Excelsior,2
Excel-Tech Ltd.,1
Excision BioTherapeutics,2
"Excited States, LLC",1
Exciton Technologies Inc.,4
"Exela Pharma Sciences, LLC.",2
Exelixis,105
Exeltis,1
Exeltis Turkey,2
Exerkine Corporation,1
Exero Medical Ltd.,1
ExeVir Bio BV,1
"Exicure, Inc.",2
Eximias Pharmaceutical,1
Eximis Surgical,1
Eximo Medical Ltd.,2
eXIthera Pharmaceuticals,2
ExoAtlet,2
Exodus Innovations,1
Exonate Limited,1
Exonhit,3
"Exosome Diagnostics, Inc.",9
Expanding Orthopedics Ltd.,1
"Expansion Therapeutics, Inc.",1
Experiad LLC,2
Experior,3
Exponential Biotherapies Inc.,2
"Expression Therapeutics, LLC",1
Exsar Corporation,2
Exscientia Limited,1
Exsulin Corporation,3
Exsurgo Rehab Limited,1
ExThera Medical Corporation,5
ExThera Medical Europe BV,3
Exvastat Ltd.,3
Exxon Mobil,4
"ExxonMobil Biomedical Sciences, Inc.",2
Exzell Pharma Inc.,1
"Eyebright Medical Technology (Beijing) Co., Ltd.",1
Eye Care and Cure,1
"Eyecheck, Inc.",1
Eyecure Therapeutics Inc.,2
Eyefree Assisting Communication Ltd,2
"Eyegate Pharmaceuticals, Inc.",13
"EyeKon Medical, Inc.",2
"Eyemarker Systems, Inc",1
Eyenez LLC,1
Eyenovia Inc.,7
"Eyenuk, Inc.",5
"Eyeon Therapeutics, Inc.",1
Eye Pharma,1
"EyePoint Pharmaceuticals, Inc.",11
EyeQue Corp.,7
EyeSense GmbH,3
EyeSonix,1
EyeTechCare,6
Eyetech Pharmaceuticals,15
"Eye Therapies, LLC",3
Eyevensys,2
Eye-yon Medical,5
F2G Biotech GmbH,20
Fab'entech,2
Fable Biyoteknoloji San ve Tic A.S,1
FabLife,1
Facet Biotech,22
Fachkrankenhaus Coswig GmbH,1
"Facial Concepts, Inc.",1
FA Corporation,1
Factors Group of Nutritional Companies Inc.,3
Factor Therapeutics Ltd.,1
Factory CRO,7
"Faes Farma, S.A.",17
Faeth Therapeutics,3
Fagron Iberica S.A.U.,1
Fairhaven Health,1
Fakkel bvba,2
Fallon Clinic,5
Famewave Ltd.,2
Family Marketing,1
Family Transitions: Programs that Work,1
"Faraday Pharmaceuticals, Inc.",3
"Farapulse, Inc.",10
"Far East Bio-Tec Co., Ltd",2
FareWell,1
Farmaceutici Damor Spa,1
Farmacon,1
Farma de Colombia SA,2
Farmoquimica S.A.,12
Farmos Oy,1
Faron Pharmaceuticals Ltd,7
FAST BioMedical,4
Fast Forward Pharmaceuticals,2
Fastrax Ltd.,1
Fate Therapeutics,17
Fauqué,1
Favrille,6
Fazer Group,3
FBM Industria Brasileira Ltda,1
F Care Systems NV,1
FCI System,1
"Federal Medical Centre, Owo",3
Feelwell Compression,1
FeetMe,4
Femasys Inc.,5
"FemmePharma Global Healthcare, Inc.",3
FEMPHARMA Kft.,1
FemPulse Corporation,3
FemTec Health Inc.,1
"Fengh Medical Co., Ltd.",2
"Fenwal, Inc.",2
Feops,3
Feramda,1
Fermiscan Ltd,3
"Ferndale Laboratories, Inc.",5
Ferox Therapeutics,1
Ferozsons Laboratories Ltd.,4
"Ferrer inCode, S.L.",2
Ferrer Internacional S.A.,23
"Ferrero Italy, Inc.",1
Ferring Arzneimittel GmbH,9
Ferring Pharmaceuticals,298
Ferring SAU,6
Ferris Mfg. Corp.,3
"FerroKin BioSciences, Inc.",1
Ferrosan AS,2
"FerruMax Pharmaceuticals, Inc.",2
"Fertiga, Belgium",1
Fertigo Medical Ltd,1
Fertiligent,1
FertiliTech Inc.,1
Fertility Biotech AG,2
Fertility Center of Las Vegas,4
FertilitySA,1
Fertilys,4
Fertin Pharma A/S,3
Fertypharm,4
Fervent Pharmaceuticals,2
FeRx,3
Fetal Life LLC,1
FFF Enterprises,1
FG Brasil LTDA,1
FGK Clinical Research GmbH,45
FH Joanneum Gesellschaft mbH,1
FH ORTHO,4
Fibralign Corporation,1
Fibrex Medical Research & Development GmbH,1
FibroGen,58
Fidia Farmaceutici s.p.a.,22
Fidia Pharma USA Inc.,2
Fidmi Medical,1
Filterlex Medical Ltd.,1
Fin-Ceramica Faenza Spa,2
Finch Research and Development LLC.,5
FinnMedi Oy,4
Finnsusp Ltd.,3
Finox AG,3
Firalis SA,6
First Affiliated Hospital of Wannan Medical College,5
Firstbeat Technologies Ltd.,3
Firstbeat Technologies Oy,2
Firsthand Technology Inc.,1
Firstkind Ltd,23
First Vitals LLC,1
"First Wave Bio, Inc.",6
"Fischer Surgical, Inc.",1
Fisher and Paykel Healthcare,105
Fisher Bioservices,1
Fisher Wallace Laboratories,2
Fisons,5
Fitbit Inc,6
"Fitoplancton Marino, S.L.",1
Fitter International Inc.,1
"Five Eleven Pharma, Inc.",6
"Five Prime Therapeutics, Inc.",11
FixNip Ltd,1
FKD Therapies Oy,2
Flame Biosciences,3
Flashback Technologies,3
Flax Canada 2015 Inc.,2
"Flexion Therapeutics, Inc.",20
"Flex Pharma, Inc.",4
"Flexuspine, Inc.",1
"FlightPath Biosciences, Inc.",1
Flinders Fertility,1
"Flint Rehabilitation Devices, LLC",3
Flometrica Ltd.,1
Floralis,17
"Floreo, Inc.",2
Flowmed,1
FlowMedic,2
"FlowMedica, Inc.",2
Flow Neuroscience AB,1
Flowonix Medical,9
"Fluart Innovative Vaccine Ltd, Hungary",11
FluGen Inc,6
FLUIDDA nv,15
Fluisense ApS,1
"Fluoropharma, Inc.",4
Fluxion Biosciences,1
Focal Healthcare Inc.,1
"Fochon Pharmaceuticals, Ltd.",5
"Focus Diagnostics, Inc.",2
"Focus Medical, LLC",5
Focus Surgery,2
Foghorn Therapeutics Inc.,3
"Foldax, Inc",2
Folia Biotech Inc.,1
Follicum AB,3
Fontem US LLC,2
Fontem Ventures BV,5
Fonterra Research Centre,7
"Food Care, Inc.",1
"Foot Levelers, Inc.",3
Forbes Medi-Tech,1
Force Therapeutics,1
ForConti Medical,2
Fore Biotherapeutics,5
Forendo Pharma Ltd,2
"Foresee Pharmaceuticals Co., Ltd.",9
"Foresight Regulatory Strategies, Inc.",4
Forest Laboratories,338
"Forge Biologics, Inc",1
Forge Medical,1
"Forma Therapeutics, Inc.",9
Formation Biologics,4
"Formosa Pharmaceuticals, Inc.",3
Formula30A LLC,1
FORSIGHT Vision3,5
Forsight Vision4,3
"ForSight Vision5, Inc.",8
Forte,15
"Forte Biosciences, Inc.",2
Fortis Memorial Research Institute,1
"Fortis Therapeutics, Inc.",4
Fortuderm Ltd.,1
"Fortune Pharmacal Co., Ltd.",1
Forum Health,1
FORUM Pharmaceuticals Inc,19
"Forward Pharmaceuticals Co., Ltd.",1
Forward-Pharma GmbH,2
Fotona d.o.o.,4
Fougera Pharmaceuticals Inc.,15
"Foundation for Physical Therapy, Inc.",12
Foundation Medicine,31
"Foundry Innovation & Research 1, Limited (FIRE1)",1
Fountain Biopharma Inc.,3
"Fountain Medical Development Co., Ltd.",3
Fovea Pharmaceuticals SA,4
FoxHollow Technologies,4
FPR Specialty Pharmacy,1
"Fractyl Health, Inc.",1
"Fractyl Laboratories, Inc.",5
Fralex Therapeutics,2
Frame Pharmaceuticals B.V.,1
Francis Medical Inc.,1
"Frantz Viral Therapeutics, LLC",3
"Fraunhofer, Center for Molecular Biotechnology",4
Freedom For All Diagnostics,1
"Freedom Laser, Inc.",1
"Freedom Laser Therapy, Inc.",2
Freedom Meditech,1
Freeline Therapeutics,6
Freenome Holdings Inc.,3
Free Radical Sciences,1
FREMAP Mutual Insurance Company for Occupational Accidents and Diseases,2
Frequency Therapeutics,6
FRESCA Medical,2
Fresenius AG,11
Fresenius Biotech North America,3
Fresenius Kabi,77
Fresenius Kabi Japan,2
Fresenius Kabi Oncology Ltd.,1
Fresenius Kabi SwissBioSim GmbH,9
Fresenius Kabi Taiwan Ltd.,2
"Fresenius Kabi USA, LLC",1
Fresenius Medical Care Deutschland GmbH,33
Fresenius Medical Care France,1
Fresenius Medical Care Korea,4
Fresenius Medical Care North America,38
"Freshly, Inc.",1
Fresh Medical Laboratories,4
Freya Biosciences ApS,2
FriendsLearn,1
FrieslandCampina,22
FrieslandCampina WAMCO Nigeria PLC,1
Fromageries Bel SA,1
Frontier Biotechnologies Inc.,9
"Frontier Science & Technology Research Foundation, Inc.",6
Fruithy Medical Pty Ltd,1
Fruitura Bioscience Ltd.,3
"FSD Pharma, Inc.",1
"FSH Society, Inc.",1
FSK,1
"F-star Therapeutics, Inc.",8
F-star Therapeutics Limited,3
"FSV6, Ltd.",1
Fugeia NV,2
Fujian Cosunter Pharmaceutical Co. Ltd,7
"Fujian Shengdi Pharmaceutical Co., Ltd.",2
Fujifilm,2
"Fujifilm Kyowa Kirin Biologics Co., Ltd.",2
"Fujifilm Medical Systems USA, Inc.",14
"Fujifilm Pharmaceuticals U.S.A., Inc.",9
"FUJIFILM Toyama Chemical Co., Ltd.",6
"Fujirebio Diagnostics, Inc.",15
Fujisawa GmbH,2
Fujisawa Pharmaceutical Co,2
"Fuji Yakuhin Co., Ltd.",18
Fulcrum Therapeutics,7
"FullHope Biomedical Co., Ltd.",1
Functional Genetics Inc.,1
Functional Neuromodulation Ltd,2
Fundacion SARquavitae,1
"Fundamenta Therapeutics, Ltd.",5
"Furiex Pharmaceuticals, Inc",6
Furun Medical,2
Fusion Pharmaceuticals Inc.,2
Fusion Pharma LLC,1
FUSMobile Inc.,5
Futura Medical Developments Ltd.,6
FutureChem,3
Future Food Innovation,4
"FutureGen Biopharmaceutical (Beijing) Co., Ltd",1
Future Medicine,3
Future Sciene Technology,2
"FX Shoulder USA, Inc.",1
FX Solutions,1
Fyodor Biotechnologies Inc,1
Fytexia,7
FzioMed,1
"G1 Therapeutics, Inc.",18
Gaba International AG,6
Gabather AB,1
Gabi SmartCare,2
GABO:mi,3
Gadeta B.V.,1
"Gage Development Company, LLC",3
Gaia AG,9
GAIA BioMedicine Inc.,1
Gaia Herbs Inc.,2
Gaia Medical Institute,3
Gaido Health,1
Galapagos NV,127
"Gala Therapeutics, Inc.",5
Galaxy Pharma (Pvt) Limited,1
Galderma Brasil Ltda.,5
"Galderma Laboratories, L.P.",55
Galderma Laboratorium GmbH,3
Galderma R&D,144
Galectin Therapeutics Inc.,12
Galecto Biotech AB,7
"Galena Biopharma, Inc.",3
Galenika AD Beograd,1
Galen Limited,3
"Galera Therapeutics, Inc.",16
Galilee CBR,2
Galmed Medical Reserch,2
Galmed Pharmaceuticals Ltd,5
"Galmed Research and Development, Ltd.",3
Galsor S.r.l.,2
Galvani Bioelectronics,3
"Galvanize Therapeutics, Inc.",2
Gama Healthcare Ltd.,1
GamaMabs Pharma,2
Gambat Institute of Medical Sciences,1
Gambro Dasco S.p.A.,1
Gambro Dialysatoren GmbH,11
"Gambro Korea, LTD.",1
Gambro Lundia AB,6
"Gambro Renal Products, Inc.",17
Gamida Cell ltd,9
GammaCan,1
GammaDelta Therapeutics Limited,1
Gamma Medica-Ideas,3
"Gamma Medica, Inc.",1
"Gan and Lee Pharmaceuticals, USA",9
"Ganeden Biotech, Inc.",4
"GangaGen, Inc.",1
"Gannex Pharma Co., Ltd.",8
Ganymed Pharmaceuticals GmbH,3
Ganymed Robotics,1
"GAP Innovations, PBC",1
"Garden of Life, LLC",1
Gardia Medical,4
Gargle Tech,1
Garmin International,4
"Garnet BioTherapeutics, Inc.",1
Garnett McKeen Laboratory Inc.,1
"Gate Neurosciences, Inc",2
"Gateway Biotechnology, Inc.",3
Gateway Health Alliance,3
Gateway Institute for Brain Research,2
Gather Health India,1
GATT Technologies BV,1
"Gaymar Industries, Inc.",2
"GB001, Inc, a wholly owned subsidiary of Gossamer Bio, Inc.",2
"GB002, Inc., a wholly owned subsidiary of Gossamer Bio, Inc.",4
"GB004, Inc.",1
"GB004, Inc., a wholly owned subsidiary of Gossamer Bio, Inc.",1
"GB005, Inc., a wholly owned subsidiary of Gossamer Bio, Inc.",1
"GB006, Inc., a wholly owned subsidiary of Gossamer Bio, Inc.",1
GB-Veintech,1
GCAM Inc.,1
GC Cell Corporation,12
GC Europe,5
GCP-Service International Ltd. & Co. KG,3
"GCS Co., Ltd",2
G D Searle,4
Gebro Pharma GmbH,3
GECEM,1
Gecko Biomedical,1
Gedea Biotech AB,4
Gedeon Richter Ltd.,21
Gedeon Richter Plc.,11
GE Healthcare,263
"G&E Herbal Biotechnology Co., LTD",8
GEIGY Pharmaceuticals,1
Geistlich Pharma AG,34
GEK Srl,2
"Gelesis, Inc.",13
GELITA,1
Gelmetix,1
Gelscom SAS,3
Gema Biotech S.A.,4
Gema Diagnostics,1
Gemini Eye Clinic,3
"Gemini Therapeutics, Inc.",3
Gemin X,13
Gem Pharmaceuticals,4
Gemstone Biotherapeutics,1
GemVax & Kael,6
GEn1E Lifesciences,1
Genae,9
Genaera Corporation,9
Genaissance Pharmaceuticals,1
GenBasix Incorporated,1
Gencare Incorporated,1
Gencor Pacific Group,2
"Gencurix, Inc.",1
Gendiag,1
Gendius Ltd,1
"GeneCast Biotechnology Co., Ltd.",9
GeneCure Biotechnologies,3
"GeneFerm Biotechnology Co., Ltd.",1
Genelabs Technologies,4
Genelex Corporation,3
Gene Logic,1
Genelux Corporation,7
Genelux GmbH,1
Genenta Science,2
"Genentech, Inc.",1455
"GeneOne Life Science, Inc.",16
"Geneoscopy, Inc.",1
Geneos Therapeutics,2
Geneplus-Beijing Co. Ltd.,14
Gene PreDiT,1
"GeneQuantum Healthcare (Suzhou) Co., Ltd.",1
General Biologicals Corporation,2
General Electric,46
General Electric Research,2
General Genetics Corporation,1
"General Innovations and Goods, Inc.",1
General Mills,20
"General Nutrition Center, Inc",1
"General Oncology, Inc.",1
General Therapeutics,1
Generex Biotechnology Corp.,2
"Generian Pharmaceuticals, Inc.",1
Generica Pharmaceuticals,1
"Generic Devices Consulting, Inc.",3
"Genervon Biopharmaceuticals, LLC",3
"GeneScience Pharmaceuticals Co., Ltd.",35
Genescient Corporation,1
Gene Signal SAS,1
Genesis Limited,1
Genesis Pharma CNS & Specialty,2
Genesis Pharma S.A.,6
Gene Solutions,1
Genetesis Inc.,9
Genetic Immunity,3
Genetics Institute,1
"Geneticure, LLC",4
Genetron Health,4
"GeneTX Biotherapeutics, LLC",1
GeNeuro Australia PTY Ltd,2
GeNeuro Innovation SAS,7
GeNeuro SA,2
"Genewel Co., Ltd",1
"Genexine, Inc.",36
Genfit,19
GenFleet Therapeutics (Australia) Pty Ltd.,1
Genitope Corporation,6
Genkyotex SA,4
Genkyotex Suisse SA,2
Genlantis Diagnostics,1
Genmab,37
GenMark Diagnostics,3
Genmedica Therapeutics S.L.,2
GenMont Biotech Incorporation,8
"Genocea Biosciences, Inc.",10
Geno LLC,3
"Genomas, Inc",3
Genomatica Inc.,1
Genome British Columbia,13
Genome & Company,1
GenomeDx Biosciences Corp,6
"Genomic Health®, Inc.",14
Genomic Prediction Inc.,5
Genomics PLC,1
"Genomictree, Inc.",4
"Genomind, LLC",7
"Genor Biopharma Co., Ltd.",21
GenoSaber,4
Genoscience Pharma,3
"Genoss Co., Ltd.",5
Genova Diagnostics,3
Genova Inc.,3
"Genovate Biotechnology Co., Ltd.,",11
Genpharm ULC,6
"Genprex, Inc.",3
"Gen-Probe, Incorporated",16
"Genrix (Shanghai) Biopharmaceutical Co., Ltd.",1
GenSight Biologics,8
"GenSpera, Inc.",8
Genta Incorporated,31
Genticel,2
"Gentuity, LLC",2
Genuine Health,1
"Genuine Research Center, Egypt",31
"Genus Oncology, LLC",2
Genuv Inc.,1
GenVec,9
"GenVivo, Inc.",1
"Genzada Pharmaceuticals USA, Inc.",1
Genzum Life Sciences,2
"Genzyme, a Sanofi Company",514
Geophyt S.r.l.s.,1
George (Beijing) Clinical Research Co. Ltd.,1
George Clinical Pty Ltd,14
George E. Peoples,2
George Medicines PTY Limited,2
"Georg Nilius, Prof DR med",2
"GeoVax, Inc.",3
Gerber Products Company,1
Gerhard Pejcl Medizintechnik GmbH,1
Germed Pharma,3
Geron Corporation,17
Geropharm,17
Gesellschaft für Therapieforschung mbH,7
GE Sleeping,1
Gesynta Pharma AB,3
Getz Pharma,15
G&G Biotechnology Ltd.,1
GH Research Ireland Limited,3
Giant Med-Pharma Services Inc.,2
Gibson Institute of Cognitive Research,4
gicare Pharma Inc.,3
"GID BIO, Inc.",4
GI Dynamics,16
Giellepi S.p.A,1
GIE Medical,3
"GigaGen, Inc.",1
"GI Innovation, Inc.",1
"Gila Therapeutics, Inc.",2
Gilead Sciences,975
GiMer Medical,3
Gina-Life Diagnostics ltd.,1
Ginger.io,5
"Ginkgopharma CO., LTD",2
"GI Stimulation, Inc.",1
GistMed Ltd.,1
GI View Ltd.,4
"GI Windows, Inc.",6
"Glac Biotech Co., Ltd",5
Glaceum,5
Glaucot Teknoloji Anonim Sirketi,1
Glaukos Corporation,62
GlaxoSmithKline,4596
Glaxo Wellcome,121
Gleamer,1
Glenmark Farmacêutica Ltda,1
Glenmark Pharmaceuticals Europe Ltd. (R&D),2
Glenmark Pharmaceuticals Ltd. India,16
Glenmark Pharmaceuticals S.A.,13
Glenmark Specialty S.A.,5
Glenveigh Medical,1
"GliaCure, Inc.",2
"Glia, LLC",5
Gliknik Inc.,2
Global BioClinical,3
Global Biotech,1
Global Blood Therapeutics,31
Global Cell Med,1
Global D,3
"Global Genomics Group, LLC",1
Global Infusions,4
"Global Isotopes, LLC d/b/a Zevacor Molecular",1
Global Kinetics Corporation,4
"Global Monitors, Inc.",1
Global Orthopaedic Technology,1
Global Protection Corp.,1
Global Research Solutions,5
Global United Pharmaceutical Corporation,1
GlobeImmune,5
Globus Medical Inc,16
"Glock Health, Science and Research GmbH",4
Glooko,4
"Glo Science, Inc.",3
"Glovia Co., Ltd.",1
GL Pharm Tech Corporation,16
GlucoMe,2
GlucoVista,2
GluSense Ltd,1
Glycadia,2
"Glycaemic Index Testing, Inc.",1
GlycaNova Norge AS,1
Glycardial Diagnostics S.L.,1
"Glycemic Index Laboratories, Inc",26
"Glyciome, LLC",1
Glycom A/S,3
GlycoMimetics Incorporated,22
"Glycom, Inc.",1
"Glycominds, LLC",1
"Glycomine, Inc.",1
"GlycoNex, Inc.",1
Glyconics Ltd,1
"GlycosBio, Inc.",1
Glycostem Therapeutics BV,2
"Glycotest, Inc.",1
Glycotope Biotechnology GmbH,3
Glycotope GmbH,9
GlycoVaxyn AG,2
GlyPharma Therapeutics,3
GlySens Incorporated,1
GlySure,3
"Glytech, Inc",1
GM Associates,1
Gmax Biopharm Australia Pty Ltd.,2
Gmax Biopharm LLC.,1
G Medical Innovations Ltd.,3
GMG Arcdata LLC,1
GMP Endotherapeutics,1
GN Hearing A/S,3
"GNI-EPS Pharmaceuticals, Inc. (GNI Group)",2
GNT Pharma,3
Gobiquity Mobile Health,3
GogyUp Inc,1
Golden Biotechnology Corporation,12
"Goldfinch Bio, Inc.",5
Golo,3
Go Medical Industries Pty Ltd,3
Gondola Medical Technologies SA,1
"Gongwin Biopharm Co., Ltd.",1
"Good Food Practice, Sweden",6
Google LLC.,10
Gordian Surgical,1
"Government Medical College, Nagpur",6
"GPCR Therapeutics, Inc.",4
G. Pohl-Boskamp GmbH & Co. KG,1
GP-Pharm,3
"Gracell Biotechnology Shanghai Co., Ltd.",9
"Graceway Pharmaceuticals, LLC",25
"Gradalis, Inc.",16
Graftys SA,1
"GRAIL, LLC",7
"Grand Life Science (Liaoning) Co., Ltd.",1
Grand Medical Pty Ltd.,2
"GrandPharma (China) Co., Ltd.",2
Grape King Bio Ltd.,8
"Graphite Bio, Inc.",1
GraphWear Technologies Inc.,1
Graviton Bioscience Corporation,1
Graybug Vision,3
GrayMatters Health Ltd.,1
G.R. Dome Medical Ltd.,2
Great China Fatty Liver Consortium Limited,1
"Great Lakes Drug Development, Inc.",2
Great Lakes NeuroTechnologies Inc.,20
Great Lakes Pharmaceuticals Inc.,1
"Green3Bio, Inc.",1
GreenBone Ortho S.r.l.,2
Green Cross Corporation,82
Greenovation Biotech GmbH,1
Green Shield Canada Inc.,2
Green Signal Biopharma Private Limited,1
Greenstar Social Maketing,1
Green Sun medical,1
greenTEG AG,2
Green Valley Group of China,2
"Green Valley (Shanghai) Pharmaceuticals Co., Ltd.",3
Greenwich Biosciences,3
"Greenwich LifeSciences, Inc.",1
"Greenyn Biotechnology Co., Ltd.",1
Greer Laboratories,4
Gregand Innovations,1
"GRI Bio, Inc.",1
"Grifols Biologicals, LLC",32
Grifols Italia S.p.A,1
Grifols Therapeutics LLC,56
Grigore Burdea,1
"Gritstone bio, Inc.",7
Ground Zero Pharmaceuticals,3
Groupe De Recherche En Rhumatologie Et Maladies Osseuses Inc.,2
Groupe Kolmi Hopen,1
Groupe SEBBIN,4
