nct_id,sponsor,start_date,completion_date,study_type,baseline_population,brief_title,official_title,overall_status,phase,enrollment,number_of_arms,interventions
NCT04887766,"Gelesis, Inc.",01-JUL-22,31-DEC-23,Interventional,,Study on GS300 on NAFLD,"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study Assessing the Effect of GS300 on Nonalcoholic Fatty Liver Disease",Not yet recruiting,Not Applicable,250,2,GS300|Placebo
NCT04880031,Boston Pharmaceuticals,30-SEP-21,31-AUG-23,Interventional,,A Study of BOS-580 in Obese Subjects at Risk for Nonalcoholic Steatohepatitis (NASH),"A 12-week Phase 2a Randomized, Blinded, Placebo Controlled Study of BOS-580 in Obese Subjects at Risk for Nonalcoholic Steatohepatitis (NASH)",Recruiting,Phase 2,75,5,BOS-580|Placebo
NCT04880187,"Axcella Health, Inc",07-MAY-21,31-OCT-23,Interventional,,"Safety, Tolerability, and Efficacy of AXA1125 in NASH With Fibrosis","A Randomized, Double-Blind, Placebo-Controlled, Dose Ranging Study to Evaluate the Safety, Tolerability, and Efficacy of AXA1125 in Subjects With Non Cirrhotic, Non Alcoholic Steatohepatitis and Fibrosis (EMMPACT)",Recruiting,Phase 2,273,3,AXA1125|Placebo
NCT04931147,Redx Pharma Plc|Simbec Research,13-MAY-21,31-DEC-21,Interventional,,"A 3-part Study to Evaluate Safety, Tolerability, Food Effect and Drug-drug Interactions of RXC007 in Healthy Volunteers","A Randomised, Double-blind, Placebo-controlled, SAD/MAD First-in-human, Phase 1 Study to Evaluate the Safety, Tolerability and Pharmacokinetics of RXC007 Including Evaluation of Drug-Drug Interaction and Food Effect in Male Participants",Recruiting,Phase 1,80,12,RXC007|RXC007 Matching Placebo
NCT04932512,"Ionis Pharmaceuticals, Inc.",18-JUN-21,31-MAR-24,Interventional,,"A Study to Assess the Safety, Efficacy, and Pharmacokinetics of Multiple Doses of ION224","An Adaptive Two-Part Phase 2, Multi-Center, Randomized, Double Blind, Placebo-Controlled Study to Assess the Safety, Efficacy, and Pharmacokinetics of Multiple Doses of ION224 Administered Once Monthly in Adult Subjects With Confirmed Non-Alcoholic Steatohepatitis",Recruiting,Phase 2,150,2,ION224|Placebo
NCT04938843,MetaboGen AB,16-AUG-21,31-DEC-23,Interventional,,Effect of F. Prausnitzii on Glycemic Control,"Effect of F. Prausnitzii on Glycemic Control - a Randomized, Double Blind, Placebo-controlled Study",Recruiting,Not Applicable,176,2,F. prausnitzii and D. piger|Placebo
NCT04944992,Merck Sharp & Dohme LLC,04-AUG-21,20-OCT-22,Interventional,,A Study of Efinopegdutide (MK-6024) in Participants With Nonalcoholic Fatty Liver Disease (NAFLD) (MK-6024-001),"A Phase 2a, Randomized, Active-Comparator-Controlled, Open-Label Study to Evaluate the Efficacy and Safety of Efinopegdutide (MK-6024) in Individuals With Nonalcoholic Fatty Liver Disease","Active, not recruiting",Phase 2,130,2,Efinopegdutide 20 mg/mL|Semaglutide 1.34 mg/mL
NCT04976283,Getz Pharma,15-SEP-21,15-NOV-23,Interventional,,Effect of Oral Anti-diabetic Medication on Liver Fat in Subjects With Type II Diabetes and Non-alcoholic Fatty Liver,Which Oral Combination of Anti-diabetes Medication May Work Better in Subjects With Type 2 Diabetes and Nonalcoholic Fatty Liver Disease: a Randomized Control Trial,Recruiting,Phase 4,123,3,Pioglitazone|Empagliflozin|Pioglitazone + Empagliflozin
NCT04971785,Gilead Sciences|Novo Nordisk A/S,09-AUG-21,31-MAR-24,Interventional,,"Study Evaluating the Safety and Efficacy of Semaglutide, and the Fixed-Dose Combination of Cilofexor and Firsocostat, Alone and in Combination, in Participants With Compensated Cirrhosis (F4) Due to Nonalcoholic Steatohepatitis (NASH)","A Phase 2, Randomized, Double-Blind, Double-Dummy, Placebo-Controlled Study Evaluating the Safety and Efficacy of Semaglutide, and the Fixed-Dose Combination of Cilofexor and Firsocostat, Alone and in Combination, in Subjects With Compensated Cirrhosis (F4) Due to Nonalcoholic Steatohepatitis (NASH)",Recruiting,Phase 2,440,4,Semaglutide (SEMA)|Cilofexor (CILO)/Firsocostat (FIR)|PTM SEMA|PTM CILO/FIR
NCT05022693,"89bio, Inc.",16-AUG-21,21-DEC-21,Interventional,,PK Study of Liquid Formulation of BIO89-100 in Subjects With NASH With Compensation Cirrhosis,"An Open-Label, Single-Dose Pharmacokinetic Study of Liquid Subcutaneous Formulation of BIO89-100 in Subjects With Nonalcoholic Steatohepatitis (NASH) With Compensated Cirrhosis",Completed,Phase 1,8,1,BIO89-100
NCT05011305,Zydus Therapeutics Inc.,18-AUG-21,31-DEC-23,Interventional,,Saroglitazar Magnesium for the Treatment of Nonalcoholic Steatohepatitis With Fibrosis,"A Phase 2b, Prospective, Multicenter, Randomized, Double-blind, Placebo-controlled Study to Evaluate Efficacy and Safety of Saroglitazar Magnesium in Subjects With Nonalcoholic Steatohepatitis and Fibrosis",Recruiting,Phase 2,240,3,Saroglitazar Magnesium 2 mg|Saroglitazar Magnesium 4 mg|Placebo
NCT05037890,BASF|Unilever R&D|Raisio Group,20-FEB-20,31-DEC-23,Interventional,,Effects of Plant Sterols and Stanols on Liver Inflammation,The Effects of Plant Sterol and Plant Stanol Ester Enriched Foods on Liver Inflammation in Subjects at Risk to Develop NASH,Recruiting,Not Applicable,8,3,Margarine
NCT05051527,Mylan Inc.,01-MAY-22,31-JUL-23,Observational,,Study to Evaluate the Effectiveness of Legalon®,"Observational, Single Arm, Prospective Study to Evaluate the Effectiveness of Legalon® in Addition to Diet and Exercise in Reducing Plasma Levels of Liver Enzymes",Not yet recruiting,,362,,Legalon® 140 mg
NCT05039450,"Akero Therapeutics, Inc",30-JUL-21,30-APR-24,Interventional,,A Study of Efruxifermin in Subjects With Compensated Cirrhosis Due to Nonalcoholic Steatohepatitis (NASH) (Symmetry),"A Phase 2b, Randomized, Double-Blind, Placebo-Controlled Study Evaluating the Safety and Efficacy of Efruxifermin in Subjects With Compensated Cirrhosis Due to Nonalcoholic Steatohepatitis (NASH)",Recruiting,Phase 2,200,3,EFX|Placebo
NCT05053165,Novotech (Australia) Pty Limited|LISCure Biosciences,12-NOV-21,01-JUN-22,Interventional,,A Study to Assess the Safety and Tolerability of LB-P6 and LB-P8 in Healthy Participants,"A Phase 1, Randomised, Double-Blind, Placebo-Controlled Study to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Multiple Ascending Doses of LB-P6 or LB-P8 in Healthy Participants",Recruiting,Phase 1,30,3,LB-P6|LB-P8|Placebo
NCT05063968,"Xuanzhu Biopharmaceutical Co., Ltd.",30-NOV-21,30-SEP-22,Interventional,,A Clinical Trial of XZP-6019 Tablets in Healthy Subjects,A Phase I Clinical Trial to Evaluate the Safety Tolerability Pharmacokinetics (PK) of XZP-6019 Tablets Following Single- and Multiple-ascending Doses (SAD/MAD) and Food Effects in Healthy Subjects,Not yet recruiting,Phase 1,120,6,XZP-6019 tablet|Placebo|XZP-6019 tablet|XZP-6019 tablet|XZP-6019 tablet|Placebo
NCT05120557,E-Scopics,30-JUN-22,30-JUN-23,Interventional,,Point-of-care Ultrasound Screening and Assessment of Chronic Liver Diseases and NASH,Evaluation of Diagnostic Performances of a New Point-of-care Ultrasound System for the Detection of Fibrotic NASH and the Assessment of Liver Disease Severity in Patients With Known or Suspected Chronic Liver Disease,Not yet recruiting,Not Applicable,1000,1,Ultrasound liver assessment
NCT05090111,Aligos Therapeutics,01-DEC-21,30-SEP-22,Interventional,,A Study of ALG-055009 in Healthy Volunteers and Subjects With Hyperlipidemia,"A Phase 1, Double-blind, Randomized, Placebo-controlled, First-in-human Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Single and Multiple Oral Doses of ALG-055009 in Healthy Volunteers and Subjects With Hyperlipidemia, and an Open-Label Assessment of Bioavailability and Food-effect in Healthy Volunteers",Recruiting,Phase 1,152,2,ALG-055009|Placebo
NCT05203237,"Viking Therapeutics, Inc.",14-DEC-21,31-DEC-22,Interventional,,Phase 1 Study to Evaluate the Safety and Tolerability of VK2735,"A Phase 1, Randomized, Double-Blind, Placebo-Controlled, Single and Multiple Ascending Dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of VK2735, a Dual Glucagon-like Peptide-1 and Gastric Inhibitory Polypeptide Receptor Agonist, in Healthy Adults and Otherwise Healthy Adults Who Have an Increased Body Mass Index",Recruiting,Phase 1,88,4,VK2735|Placebo
NCT05195944,Novo Nordisk A/S,30-APR-22,31-DEC-24,Interventional,,Semaglutide vs Sitagliptin,"The GLP-1 Agonist Semaglutide for the Treatment of Metabolic Disease in Liver Transplant Recipients: A Phase IV, Randomized Trial",Not yet recruiting,Phase 4,140,2,Semaglutide Treatment|Sitagliptin 100mg
NCT05211284,Zydus Therapeutics Inc.,01-JUL-22,01-MAR-25,Interventional,,Saroglitazar Magnesium 4 mg for NASH in People Living With HIV in the US,"A Randomized, Double-Blind, Placebo-Controlled, Multicenter Trial of Saroglitazar Magnesium for the Treatment of Nonalcoholic Steatohepatitis (NASH) in People Living With Human Immunodeficiency Virus (HIV) in the US",Not yet recruiting,Phase 2,160,2,Saroglitazar Magnesium 4 mg|Placebo
NCT05292911,"Altimmune, Inc.",31-MAR-22,31-OCT-22,Interventional,,Extension of ALT-801 in Diabetic and Non-Diabetic Overweight and Obese Subjects With Non-alcoholic Fatty Liver Disease (NAFLD),A 12-Week Extension Study of ALT-801 in Diabetic and Non-Diabetic Overweight and Obese Subjects With Non-alcoholic Fatty Liver Disease (NAFLD),Recruiting,Phase 1,60,4,ALT-801|Placebo
NCT05232071,Inventiva Pharma,01-JUN-22,01-JUL-23,Interventional,,"Placebo-controlled, Proof-of-concept Study to Evaluate the Safety and Efficacy of Lanifibranor Alone and in Combination With SGLT2 Inhibitor EmpaGliflozin in patiEnts With NASH and Type 2 Diabetes Mellitus","A Placebo-controlled, Proof-of-concept Study to Evaluate the Safety and Efficacy of Lanifibranor Alone and in Combination With the Sodium-glucose Transport Protein 2 (SGLT2) Inhibitor EmpaGliflozin in patiEnts With Non-alcoholic Steatohepatitis (NASH) and Type 2 Diabetes Mellitus (T2DM)",Not yet recruiting,Phase 2,63,3,IVA337|Placebo|Empagliflozin
NCT05294458,AstraZeneca|Quotient Sciences,28-MAR-22,19-MAY-22,Interventional,,"A Randomised, Open-Label Study to Evaluate the Relative and Absolute Bioavailability of Cotadutide in Healthy Subjects","A Single Part, Three-Way Crossover, Randomised, Open-Label Study Designed to Evaluate the Relative and Absolute Bioavailability Following a Single Subcutaneous Injection of a Novel High Concentration Subcutaneous Formulation of Cotadutide Against a Low Concentration Subcutaneous Formulation and Intravenous (IV) Formulation for Reference, in Healthy Subjects",Recruiting,Phase 1,12,1,cotadutide solution for injection
NCT05320146,Corcept Therapeutics,04-MAR-22,30-NOV-22,Observational,,"A Sub Study of the Study Evaluating the Safety, Efficacy, and Pharmacokinetics of Miricorilant in Patients With Presumed Nonalcoholic Steatohepatitis (NASH)","A Phase 1b, Open-Label Study Evaluating the Safety, Efficacy, and Pharmacokinetics of Miricorilant in Adult Patients With Presumed Nonalcoholic Steatohepatitis (NASH)",Recruiting,,36,,MRI-PDFF
NCT05357248,Better Therapeutics,10-APR-22,31-AUG-22,Interventional,,Nutritional Cognitive Behavioral Therapy Feasibility Study in NAFLD and NASH,Nutritional Cognitive Behavioral Therapy Feasibility Study in NAFLD and NASH,Enrolling by invitation,Not Applicable,20,1,BT-NCBT-00X
NCT05364931,AstraZeneca,19-MAY-22,08-MAY-25,Interventional,,A Study to Evaluate the Safety and Efficacy of Cotadutide Given by Subcutaneous Injection in Adult Participants With Non-cirrhotic Non-alcoholic Steatohepatitis With Fibrosis.,"A Phase IIb/III Randomized, Double-blind, Placebo-controlled Study to Evaluate the Safety and Efficacy of Cotadutide in Participants With Non-cirrhotic Non-alcoholic Steatohepatitis With Fibrosis",Not yet recruiting,Phase 2/Phase 3,1860,4,Cotadutide|Placebo
NCT05370053,Gilead Sciences,01-SEP-20,01-DEC-22,Interventional,,The Availability of the Enhanced Liver Fibrosis (ELF) Test Affects the Rate of Diagnosis of Nonalcoholic Steatohepatitis (NASH) With Fibrosis in Patients Referred to Hepatology,The Availability of the Enhanced Liver Fibrosis (ELF) Test Affects the Rate of Diagnosis of Nonalcoholic Steatohepatitis (NASH) With Fibrosis in Patients Referred to Hepatology,Recruiting,Not Applicable,450,2,ELF Test
